osmid,created_by,geometry,amenity,tourism,name,station,railway,cuisine,shop
1658269369,,POINT (145.1703198 -37.8592481),,,,,,,convenience
1658269379,,POINT (145.1702903 -37.8591655),telephone,,,,,,
1658269421,,POINT (145.170301 -37.8591634),post_box,,,,,,
1658371416,,POINT (145.1442595 -37.8920878),,,Tasman Market Fresh Meats,,,,butcher
1658617580,,POINT (145.1963209 -37.8586792),shelter,,,,,,
1658692714,,POINT (145.1958502 -37.8589865),parking,,,,,,
1659937525,,POINT (145.1969147 -37.8583247),shelter,,,,,,
1661718286,iLOE 1.9,POINT (144.942634 -37.838494),,,Fluid,,,,massage
1664153160,iLOE 1.9,POINT (144.95331 -37.816944),cafe,,Degani Bakery,,,,
1665308608,,POINT (144.8889676 -37.8573502),toilets,,Williamstown Station,,,,
1665467170,,POINT (145.2035532 -37.9083084),shelter,,,,,,
1665467195,,POINT (145.2023164 -37.90853),shelter,,,,,,
1665467233,,POINT (145.1963367 -37.9074746),shelter,,,,,,
1665467288,,POINT (145.1955734 -37.9076983),shelter,,,,,,
1665511217,,POINT (145.1887706 -37.9066079),shelter,,,,,,
1666779486,iLOE 1.9,POINT (144.94482 -37.835809),,,Style by Nature,,,,florist
1666814141,iLOE 1.9,POINT (144.956997 -37.831046),cafe,,Brazil Lifestyle Coffee,,,,
1666926817,,POINT (145.1093197 -37.8827608),fuel,,7-Eleven,,,,
1668259738,,POINT (144.9714127 -37.8413639),,,,,,,
1668364752,,POINT (144.9750407 -37.8488128),,,,,,,
1668394666,,POINT (144.9762574 -37.8483504),bar,,,,,,
1668394670,,POINT (144.97635 -37.8484305),restaurant,,,,,,
1668416912,,POINT (144.9779595 -37.8530144),bench,,,,,,
1668427582,,POINT (144.9776691 -37.8531408),bench,,,,,,
1668427604,,POINT (144.9775552 -37.8532102),bench,,,,,,
1668524726,,POINT (144.9694541 -37.8300929),,,FoodWorks,,,,supermarket
1671435890,,POINT (145.1420991 -37.9076962),bicycle_parking,,,,,,
1671471621,iLOE 1.9,POINT (144.939621 -37.841448),fast_food,,Crust gourmet pizza bar,,,pizza,
1671557044,,POINT (144.9713811 -37.7742038),cafe,,Small Block,,,international,
1671557047,,POINT (144.9711925 -37.776104),bar,,Eydie's,,,,
1671657779,,POINT (145.3029615 -37.7780655),parking,,,,,,
1671657798,,POINT (145.3046947 -37.7779889),parking,,,,,,
1671657800,,POINT (145.3044693 -37.7771723),toilets,,,,,,
1671657802,,POINT (145.3037205 -37.77809),shelter,picnic_site,,,,,
1671754844,,POINT (144.9636328 -37.8099786),cafe,,Emily's Place,,,,
1673442687,,POINT (144.9615525 -37.8415117),parking,,,,,,
1673442783,,POINT (144.9617661 -37.8419359),parking,,,,,,
1673443010,,POINT (144.9619882 -37.842365),parking,,,,,,
1673443201,,POINT (144.9622841 -37.8428922),parking,,,,,,
1673968855,,POINT (144.9508905 -37.7818101),,zoo,Melbourne Zoo,,,,
1677755889,,POINT (145.0851403 -37.8712822),bicycle_parking,,,,,,
1677755891,,POINT (145.0852457 -37.8712847),bicycle_parking,,,,,,
1677763765,,POINT (145.1475366 -37.8720242),bicycle_parking,,,,,,
1677778478,,POINT (145.1889028 -37.9364876),parking,,,,,,
1677778480,,POINT (145.1903721 -37.9366416),parking,,,,,,
1677778496,,POINT (145.1890553 -37.9344605),parking,,,,,,
1679232407,,POINT (144.996993 -37.801363),,,,,,,
1679641730,,POINT (145.284846 -37.7803598),parking,,Warrien Reserve,,,,
1679641732,,POINT (145.2850311 -37.7802401),shelter,picnic_site,,,,,
1681071620,,POINT (144.8897502 -37.8166804),restaurant,,Mad Moose Pizza,,,pizza,
1681079311,,POINT (144.8901309 -37.8163944),cafe,,Alfa Bakehouse,,,coffee_shop,
1681106692,,POINT (144.8908358 -37.8168992),,,Plump Organic Grocery,,,,greengrocer
1681114282,,POINT (144.8899614 -37.8166931),,,Two Faces,,,,optician
1681115601,,POINT (144.8902403 -37.8164536),,,Parachute Interiors,,,,gift
1681120163,,POINT (144.8903992 -37.8165109),,,Village Idiom,,,,gift
1681127396,,POINT (144.8890447 -37.8165595),,,The Second Blessing,,,,convenience
1681130579,,POINT (144.8906191 -37.8165448),,,Maritas of Yarraville,,,,clothes
1681130594,,POINT (145.2709765 -37.773898),parking,,,,,,
1681130602,,POINT (145.2708826 -37.7733507),parking,,,,,,
1681187430,,POINT (145.2714286 -37.7752697),,,,,,,
1681187540,,POINT (145.2703932 -37.7742731),BBQ,picnic_site,,,,,
1681187541,,POINT (145.2704793 -37.7741352),,,,,,,
1681506665,,POINT (145.214206 -37.8998513),,artwork,Red Rings,,,,
1681506716,,POINT (145.2123783 -37.9052958),parking,,,,,,
1681509429,,POINT (144.8904662 -37.8182441),bar,,Dig a Pony,,,,
1681675841,,POINT (144.9759045 -37.8108761),,motel,,,,,
1682288543,,POINT (145.0303494 -37.9246807),,,,,,,
1682288809,,POINT (145.0387526 -37.9277106),,,,,,,
1682313109,,POINT (145.0391577 -37.9278713),toilets,,,,,,
1682313148,,POINT (145.0382135 -37.927736),,,,,,,
1682313198,,POINT (145.0390771 -37.9278841),toilets,,,,,,
1682539098,,POINT (145.305219 -38.0014105),,,Anaconda milk bar,,,,convenience
1682840556,,POINT (144.944822 -37.836068),fast_food,,Souvlaki Only By Zorba's,,,,
1684395062,iLOE 1.9,POINT (144.946237 -37.84688),parking_meter,,,,,,
1684397287,iLOE 1.9,POINT (144.945576 -37.846544),parking_meter,,,,,,
1684398455,iLOE 1.9,POINT (144.94516 -37.846358),drinking_water,,,,,,
1684399969,iLOE 1.9,POINT (144.943791 -37.845708),bench,,,,,,
1684401160,iLOE 1.9,POINT (144.942352 -37.844958),drinking_water,,,,,,
1684403233,iLOE 1.9,POINT (144.940705 -37.844768),parking_meter,,,,,,
1684403877,iLOE 1.9,POINT (144.939479 -37.844032),parking_meter,,,,,,
1685501834,,POINT (145.053683 -37.8506068),,,Howard Dawson Reserve,,,,
1685504170,,POINT (145.0536186 -37.8509837),,,Howard Dawson Reserve Pavilion,,,,
1685504668,,POINT (145.0535328 -37.8502425),,,South Camberwell Tennis Club,,,,
1691667079,,POINT (144.965388 -37.7967761),cafe,,Foo Go's Cafe,,,,
1692780559,,POINT (144.945242 -37.835288),hairdresser,,Vogue Avenue Hair,,,,hairdresser
1693973000,,POINT (145.040471 -37.7710158),place_of_worship,,Mary Immaculate Catholic Church,,,,
1693984592,,POINT (145.0331754 -37.7800049),,,Dan Murphy,,,,alcohol
1695496805,,POINT (145.1452657 -37.8870694),car_wash,,,,,,
1703332616,,POINT (145.1588073 -37.9094138),restaurant,,Elements @ Nexus,,,,
1705637269,,POINT (145.1520542 -37.7987278),parking,,,,,,
1705637324,,POINT (145.1508972 -37.7986703),parking,,,,,,
1705643662,,POINT (145.1470655 -37.7801141),parking,,,,,,
1705643692,,POINT (145.1456514 -37.7801397),parking,,,,,,
1705643709,,POINT (145.1452884 -37.7795804),parking,,,,,,
1705643735,,POINT (145.1462644 -37.7780117),parking,,,,,,
1705653745,,POINT (145.1604504 -37.7774205),BBQ,picnic_site,,,,,
1706505426,,POINT (145.2859551 -37.8611933),bank,,ANZ,,,,
1708453948,,POINT (145.0160575 -37.9752049),cafe,,Odo,,,coffee_shop,
1708457213,,POINT (145.0163794 -37.9736424),post_office,,,,,,
1708466794,,POINT (145.0166983 -37.9738492),,,,,,,greengrocer
1708466798,,POINT (145.0163711 -37.9752193),pharmacy,,,,,,
1708466806,,POINT (145.0164328 -37.9753694),,,,,,,jewelry
1708466810,,POINT (145.0183157 -37.975972),veterinary,,,,,,
1708466817,,POINT (145.0164891 -37.975399),,,,,,,hairdresser
1708466821,,POINT (145.0161624 -37.9746227),,,,,,,butcher
1708466837,,POINT (145.0161887 -37.9745364),,,,,,,bakery
1708466844,,POINT (145.0162182 -37.9744074),,,,,,,florist
1708473804,,POINT (145.0165227 -37.9763936),,,Custom Made Bikes,,,,bicycle
1708473807,,POINT (145.0164724 -37.9762712),,,Kathy Watt Cycling,,,,bicycle
1709522113,,POINT (145.0524432 -37.8510338),,,,,,,
1709522114,,POINT (145.0505066 -37.8486744),,,,,,,
1709522405,,POINT (145.0606508 -37.8540412),,,,,,,
1709523793,,POINT (145.0602377 -37.8538421),,,,,,,
1709523795,,POINT (145.0456465 -37.8457431),,,First Choice,,,,alcohol
1709523797,,POINT (145.0457377 -37.845993),,,,,,,bakery
1709523799,,POINT (145.045786 -37.8458744),,,,,,,hairdresser
1709523800,,POINT (145.0454743 -37.8460947),,,,,,,butcher
1709523813,,POINT (145.0459995 -37.8462294),pharmacy,,Robinson's AMCAL,,,,
1709523823,,POINT (145.0547553 -37.8614955),school,,,,,,
1709524264,,POINT (145.0493211 -37.8648962),bank,,,,,,
1709524460,,POINT (145.0495443 -37.864909),atm,,,,,,
1709524536,,POINT (145.0456304 -37.8459337),atm,,,,,,
1709525542,,POINT (145.0456089 -37.845849),toilets,,,,,,
1709525543,,POINT (145.0537628 -37.8483821),post_box,,,,,,
1709525545,,POINT (145.0535429 -37.8509576),toilets,,,,,,
1709527110,,POINT (145.0535055 -37.8508708),bbq,,,,,,
1709527379,,POINT (145.0548947 -37.8505594),bench,,,,,,
1709527893,,POINT (145.0551254 -37.8514468),bench,,,,,,
1709528290,,POINT (145.054428 -37.8517729),bench,,,,,,
1709528342,,POINT (145.0538272 -37.8507055),drinking_water,,,,,,
1709528361,,POINT (145.0538996 -37.8506039),bench,,,,,,
1709530978,,POINT (145.0570083 -37.8462705),place_of_worship,,South Camberwell Uniting Church,,,,
1709536310,,POINT (145.0923008 -37.8663869),veterinary,,Ashburton (Greencross) Vet,,,,
1709715908,,POINT (144.9645301 -37.7987723),,,,,,,convenience
1710980676,,POINT (145.0810611 -37.9631168),kindergarten,,Farm Road Pre-School,,,,
1712344170,,POINT (144.9649728 -37.8214141),cafe,,Gainsville Cafe,,,,
1719116055,,POINT (145.1249086 -37.8988717),fast_food,,Red Rooster,,,chicken,
1719130475,,POINT (145.1142107 -37.856311),cafe,,Sphere,,,coffee_shop,
1723787632,,POINT (145.0497495 -37.8649217),cafe,,,,,,
1723908797,,POINT (145.2848371 -37.8868185),fuel,,,,,,
1725075444,,POINT (145.2831583 -37.8836823),,,,,,,
1725075460,,POINT (145.2831568 -37.8837091),,,,,,,
1725075606,,POINT (145.2830128 -37.8844082),bicycle_parking,,,,,,
1725075745,,POINT (145.2838763 -37.8851696),parking,,,,,,
1725230247,,POINT (144.989727 -37.7969794),childcare,,Gold Street Children's Centre,,,,
1725251798,,POINT (144.9978299 -37.7728222),cafe,,Cafe Koula,,,,
1725251808,,POINT (144.9979288 -37.7729876),place_of_worship,,Northcote Uniting Church,,,,
1728565029,,POINT (144.9533845 -37.8246754),,attraction,Polly Woodside,,,,
1730208021,,POINT (145.0806134 -37.8488719),restaurant,,Bollywood Tadka,,,indian,
1730219036,,POINT (145.0675685 -37.8537335),toilets,,,,,,
1731728048,,POINT (145.0146086 -37.7718879),,,,,,,
1733878863,,POINT (145.017943 -37.819008),place_of_worship,,Christ Church Hawthorn,,,,
1733878864,,POINT (145.0159098 -37.8195782),toilets,,,,,,
1734669619,,POINT (144.9839876 -37.8877756),restaurant,,La Porchetta,,,italian,
1734852000,,POINT (145.2078846 -37.9799038),,,,,,,
1734852011,,POINT (145.2080938 -37.9800392),shelter,,,,,,
1734852014,,POINT (145.2079276 -37.9800751),bbq,,,,,,
1734852015,,POINT (145.208043 -37.9804134),,,Hemmings Park Playground,,,,
1734852016,,POINT (145.2083595 -37.9801322),toilets,,,,,,
1734852024,,POINT (145.2078552 -37.9800477),shelter,,,,,,
1734868870,,POINT (145.0684023 -37.8119542),,,Deepdene Park Playground,,,,
1735972371,,POINT (145.1407105 -37.9076361),post_box,,,,,,
1735976041,,POINT (144.9941369 -37.7876333),parking,,,,,,
1735976058,,POINT (144.9944755 -37.7894109),parking,,,,,,
1735976092,,POINT (144.993746 -37.7886563),bench,,,,,,
1735976093,,POINT (144.9928233 -37.7881752),waste_basket,,,,,,
1735976099,,POINT (144.9937299 -37.7882345),waste_basket,,,,,,
1735976102,,POINT (144.9938533 -37.7885313),,,,,,,
1735976104,,POINT (144.9939094 -37.7888692),swimming_pool,,Collingwood Leisure Centre,,,,
1735978063,,POINT (144.9933145 -37.7873312),parking,,,,,,
1736036998,iLOE 1.9,POINT (144.944965 -37.839958),bus_stop,,,,,,
1736037019,,POINT (144.944974 -37.839948),waste_basket,,,,,,
1745048772,,POINT (144.981541 -37.812839),drinking_water,,,,,,
1745051767,,POINT (144.981471 -37.811896),waste_basket,,,,,,
1745054642,,POINT (144.981154 -37.810413),waste_basket,,,,,,
1745055154,,POINT (144.981222 -37.810403),recycling,,,,,,
1745057986,,POINT (144.983097 -37.810722),drinking_water,,,,,,
1745058650,,POINT (144.983403 -37.810541),waste_basket,,,,,,
1745061018,,POINT (144.982973 -37.811522),fountain,,,,,,
1745062304,,POINT (144.982967 -37.811827),waste_basket,,,,,,
1745062565,,POINT (144.982967 -37.811827),recycling,,,,,,
1745063265,,POINT (144.983172 -37.811828),toilets,,,,,,
1745063522,,POINT (144.982645 -37.813232),waste_basket,,,,,,
1745063594,,POINT (144.982629 -37.813701),drinking_water,,,,,,
1745063664,,POINT (144.982823 -37.81388),waste_basket,,,,,,
1745063995,,POINT (144.98233 -37.814989),waste_basket,,,,,,
1745064401,,POINT (144.982349 -37.815697),waste_basket,,,,,,
1745064463,,POINT (144.982371 -37.815721),recycling,,,,,,
1745064616,,POINT (144.982346 -37.81577),drinking_water,,,,,,
1745066566,,POINT (144.980539 -37.813666),waste_basket,,,,,,
1745066932,,POINT (144.98055 -37.813695),recycling,,,,,,
1745067456,,POINT (144.980361 -37.813615),drinking_water,,,,,,
1746150770,,POINT (144.981066 -37.813012),waste_basket,,,,,,
1746150863,,POINT (144.980954 -37.813125),recycling,,,,,,
1747242609,,POINT (144.940206 -37.840781),veterinary,,Port Melbourne Veterinary Clinic & Hospital,,,,
1749159620,,POINT (145.1467876 -38.1193169),fuel,,BP,,,,
1749586098,,POINT (144.9902718 -37.8723338),restaurant,,Grovesner Hotel,,,italian,
1749588749,,POINT (144.9899179 -37.8732697),post_office,,Elwood Post Office,,,,
1749588751,,POINT (144.9915674 -37.8808894),,,Elwood Supermarket,,,,supermarket
1749593148,,POINT (144.9914225 -37.8806585),,,,,,,books
1749593149,,POINT (144.9914037 -37.8805886),fast_food,,Shaggy's Pizza,,,pizza,
1749593150,,POINT (144.9913314 -37.8805019),cafe,,Tiffany's,,,,
1749593151,,POINT (144.9912481 -37.8803621),pharmacy,,,,,,
1749593152,,POINT (144.9915057 -37.8807708),,,,,,,laundry
1749593153,,POINT (144.9914466 -37.880703),pub,,,,,,
1749593154,,POINT (144.9912723 -37.8804256),,,,,,,greengrocer
1749595272,,POINT (144.9868488 -37.8650772),,,Crossfit St Kilda,,,,
1749599267,,POINT (144.9868837 -37.8636458),parking,,,,,,
1749599268,,POINT (144.9877554 -37.8650285),,,Aldi,,,,supermarket
1749607867,,POINT (144.9924226 -37.8687551),fast_food,,,,,,
1749607868,,POINT (144.991685 -37.8684099),bank,,Commonwealth Bank,,,,
1749607874,,POINT (144.993144 -37.8693354),parking,,,,,,
1749607878,,POINT (144.9912021 -37.8691151),parking,,,,,,
1749607879,,POINT (144.9925324 -37.8687658),,,,,,,bakery
1749685841,,POINT (145.0220766 -37.9456576),fuel,,BP,,,,
1749687128,,POINT (145.0242785 -37.9368704),fuel,,Coles Express,,,,
1749690832,,POINT (145.0244157 -37.9320982),,,7 Eleven,,,,convenience
1749690862,,POINT (145.0242708 -37.9324452),fast_food,,Subway,,,,
1750511053,,POINT (144.9976889 -37.8840031),,,Woolworths Plus Petrol,,,,convenience
1750511056,,POINT (144.9978805 -37.884093),fuel,,Woolworths,,,,
1752469944,,POINT (145.1595172 -37.9180233),fuel,,BP,,,,
1752469945,,POINT (145.1094641 -37.9119038),fuel,,Caltex,,,,
1752469967,,POINT (145.2022097 -37.9234156),,,Wetlands Golf 'N' Games,,,,
1754553520,,POINT (145.233677 -38.1088716),cafe,,Apco,,,,
1759653788,,POINT (145.0128689 -37.7812252),bench,,,,,,
1759653796,,POINT (145.012835 -37.7812896),bench,,,,,,
1759653800,,POINT (145.0126335 -37.7814582),,,,,,,
1759653803,,POINT (145.0126905 -37.7814715),,,,,,,
1759653810,,POINT (145.0126297 -37.7815042),bbq,,,,,,
1759653814,,POINT (145.0126333 -37.7815378),drinking_water,,,,,,
1759653826,,POINT (145.0124063 -37.7816043),bench,,,,,,
1759653829,,POINT (145.0127848 -37.7816048),bench,,,,,,
1759653850,,POINT (145.0126884 -37.7816545),bench,,,,,,
1759653852,,POINT (145.0127029 -37.7816649),bench,,,,,,
1760404267,,POINT (145.2561728 -38.0515113),bank,,ANZ,,,,
1760404271,,POINT (145.2567362 -38.0513888),atm,,Westpac,,,,
1760404273,,POINT (145.2568486 -38.0522568),,,Coles,,,,supermarket
1760404276,,POINT (145.2567657 -38.0514311),atm,,Commonwealth Bank,,,,
1760408555,,POINT (145.1434943 -37.9277797),atm,,,,,,
1760408556,,POINT (145.1435855 -37.9274625),,,Anaconda,,,,outdoors
1760412423,,POINT (145.1430668 -37.9277693),parking,,,,,,
1762720417,,POINT (144.979936 -37.811913),fountain,,Dolphin Fountain,,,,
1762720633,,POINT (144.980684 -37.812169),waste_basket,,,,,,
1762722600,,POINT (144.981274 -37.813129),cafe,,Pavilion Cafe,,,,
1763072496,,POINT (144.9647825 -37.8184159),,,Hearns Hobbies,,,,hobby
1763074706,,POINT (144.9668211 -37.816865),,,Victorian Hobby Centre,,,,hobby
1763077002,,POINT (144.9594654 -37.8051343),,,Whitworths Marine,,,,chandler
1763079843,,POINT (144.9582777 -37.8026678),,,Discount Seamart,,,,chandler
1763083818,,POINT (145.1198644 -37.8384007),,,Rail N Thusiast,,,,hobby
1763088129,,POINT (145.2166018 -37.9873958),,,The Hobbyman,,,,hobby
1763781576,iLOE 1.9,POINT (144.949211 -37.832969),Bakery,,brasserie bread ,,,,
1763782904,,POINT (144.9220283 -37.7657924),veterinary,,Moonee Ponds Central Vet,,,,
1764684085,,POINT (145.1261757 -38.1042376),doctors,,Seaford Central Medical Clinic,,,,
1764684088,,POINT (145.1260995 -38.1028718),pharmacy,,,,,,
1765188636,,POINT (145.056658 -37.967296),,,Brunel Hobbies,,,,hobby
1766341028,,POINT (145.306709 -38.0185007),,,Coles,,,,supermarket
1766341029,,POINT (145.3020954 -38.0169639),,,Big W,,,,department_store
1766341030,,POINT (145.3020951 -38.0183287),restaurant,,The Pancake Parlour,,,,
1766341034,,POINT (145.3006679 -38.0168578),,,Woolworths,,,,supermarket
1766341037,,POINT (145.3039616 -38.0170184),,,Kmart,,,,department_store
1766341041,,POINT (145.3043801 -38.0185441),,,Target,,,,department_store
1767534158,,POINT (144.9653622 -37.820301),restaurant,,Left Bank Southbank,,,,
1767534673,,POINT (144.9655649 -37.8217282),,,7 Eleven,,,,convenience
1768321196,,POINT (144.8841981 -37.8309515),place_of_worship,,Spotswood Seventh Day Adventist Church,,,,
1768563662,,POINT (145.0321431 -37.8679633),post_box,,,,,,
1768641523,,POINT (145.0279775 -37.8660412),pub,,,,,,
1769362083,,POINT (145.0456904 -37.9074196),,,,,,,
1772094929,,POINT (145.3037803 -38.0028586),school,,,,,,
1772095043,,POINT (145.3061144 -38.0075717),,,,,,,convenience
1773099683,,POINT (145.1409193 -38.1187915),,,Quarterdeck Marine,,,,chandler
1773244509,,POINT (145.027299 -37.8635),,,Target,,,,department_store
1775964365,,POINT (145.0188861 -37.8612204),telephone,,,,,,
1777091679,,POINT (145.0329115 -37.8624901),parking,,,,,,
1777091682,,POINT (145.0336236 -37.8619194),parking,,,,,,
1777608487,,POINT (145.2943079 -37.8238145),ice_cream,,Carousel Ice Cream,,,,
1777642388,,POINT (144.910025 -37.8651179),restaurant,,Titanic Theatre Restaurant,,,,
1778606042,,POINT (144.9206246 -37.7966058),,,Small playground,,,,
1778606043,,POINT (144.9210484 -37.7954444),,,,,,,
1778609431,,POINT (144.9195785 -37.791786),restaurant,,Gatehouse Pizza,,,pizza,
1778609433,,POINT (144.9186505 -37.7923244),fast_food,,Hungry Jacks,,,burger,
1778609934,,POINT (144.9194283 -37.7920022),,,IGA licensed grocery,,,,convenience
1778611849,,POINT (144.9236877 -37.7938166),,,Bayswater Road playground,,,,
1778612126,,POINT (144.9237628 -37.7937827),bbq,,,,,,
1778613698,,POINT (144.9236447 -37.7913239),bbq,,,,,,
1778613699,,POINT (144.9238057 -37.7914003),shelter,,,,,,
1778618868,,POINT (144.924031 -37.7967245),swimming_pool,,Kensington YMCA,,,,
1779133151,,POINT (144.9992611 -37.7721986),parking,,Frederick Street,,,,
1780044073,,POINT (145.3034437 -38.026434),,,Salvos,,,,charity
1780067063,,POINT (145.2996447 -38.0193144),bbq,,,,,,
1782070939,,POINT (145.1468032 -37.9174533),fuel,,Caltex,,,,
1782070940,,POINT (145.1396975 -37.9166455),fuel,,Liberty,,,,
1782192314,,POINT (145.0588499 -37.8330066),,,Gold Cross,,,,bicycle
1782422903,,POINT (145.0831366 -37.9220733),post_office,,,,,,
1783214857,,POINT (144.939901 -37.841343),hairdresser,,Sleek Hair and Beauty,,,,hairdresser
1784080633,,POINT (144.9955638 -37.8439159),,,FYXO,,,,bicycle
1784328871,,POINT (144.939014 -37.84177),,,DGi properties,,,,real_estate
1785477846,,POINT (145.1698147 -37.9192121),hunting_stand,,,,,,
1785916966,,POINT (145.2716298 -37.8458404),,,Bayswater Indoor Soccer Centre,,,,
1786206735,,POINT (144.951281 -37.8488236),bicycle_rental,,Beaconsfield Pde/Kerferd Rd,,,,
1786206761,,POINT (144.9395036 -37.8140469),bicycle_rental,,Docklands Drive,,,,
